acquisitions_id,acquired_company,acquiring_company,year_of_acquisition_announcement,price,price_disclosed,status,terms,country_hq,country_hq_bidder,city_hq,city_hq_bidder,target_main_category,bidder_main_category,market_categories,market_categories_bidder,target_age_at_acquisition,bidder_age_at_acquisition,cross_border,same_country,target_has_category,number_of_acquisitions,number_of_employees,total_funding_usd,cluster
Cisco acquired Newport Systems Solutions in 1994,Newport Systems Solutions,Cisco Systems,1994,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,10.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired newScale in 2011,newScale,Cisco Systems,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Mateo,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",,27.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired Nuova Systems in 2008,Nuova Systems,Cisco Systems,2008,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",,24.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired NuSpeed Internet Systems in 2000,NuSpeed Internet Systems,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Okena in 2003,Okena,Cisco Systems,2003,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,19.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Orative Corporation in 2006,Orative Corporation,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",4.0,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired P-Cube in 2004,P-Cube,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",5.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Parc Technologies in 2004,Parc Technologies,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,20.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Pentacom in 2000,Pentacom,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,Israel,United States,Herzliya,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",2.0,16.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Perfigo in 2004,Perfigo,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired PipeLinks in 1998,PipeLinks,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,14.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Pirelli Optical Systems in 1999,Pirelli Optical Systems,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired PixStream in 2000,PixStream,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired PostPath in 2008,PostPath,Cisco Systems,2008,"$215,000,000",1,Undisclosed,Undisclosed,United States,United States,Mountain View,San Jose,Messaging,Networking,Messaging,"Networking, Web Hosting, Software, Hardware",5.0,24.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Precept Software in 1998,Precept Software,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Palo Alto,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",3.0,14.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Protego Networks in 2004,Protego Networks,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Psionic Software in 2002,Psionic Software,Cisco Systems,2002,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,18.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Pure Digital Technologies in 2009,Pure Digital Technologies,Cisco Systems,2009,"$590,000,000",1,Undisclosed,Stock,United States,United States,Irvine,San Jose,Video Streaming,Networking,"Video Streaming, Social Network Media, Hardware + Software, Video","Networking, Web Hosting, Software, Hardware",8.0,25.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Pure Networks in 2008,Pure Networks,Cisco Systems,2008,"$120,000,000",1,Undisclosed,Undisclosed,United States,United States,Seattle,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",6.0,24.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Qeyton Systems in 2000,Qeyton Systems,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Radiata in 2000,Radiata,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",3.0,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Reactivity in 2007,Reactivity,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Belmont,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",9.0,23.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired Richards-Zeta Building Intelligence in 2009,Richards-Zeta Building Intelligence,Cisco Systems,2009,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",,25.0,0,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Riverhead Networks in 2004,Riverhead Networks,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Cupertino,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",4.0,20.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Rohati Systems in 2010,Rohati Systems,Cisco Systems,2010,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",,26.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired ScanSafe in 2009,ScanSafe,Cisco Systems,2009,"$183,000,000",1,Undisclosed,Undisclosed,Japan,United States,Tokyo,San Jose,Information Security,Networking,"Information Security, Security, SaaS","Networking, Web Hosting, Software, Hardware",5.0,25.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Securent in 2007,Securent,Cisco Systems,2007,"$100,000,000",1,Undisclosed,Cash,United States,United States,Mountain View,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",3.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Selsius Systems in 1998,Selsius Systems,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,14.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Sentient Networks in 1999,Sentient Networks,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Milpitas,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",4.0,15.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Sheer Networks in 2005,Sheer Networks,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",6.0,21.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired SightPath in 2000,SightPath,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,16.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired SignalWorks in 2003,SignalWorks,Cisco Systems,2003,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",9.0,19.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Sipura Technology in 2005,Sipura Technology,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Skystone Systems in 1997,Skystone Systems,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,Canada,United States,Nepean,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",3.0,13.0,1,0,0,162.0,74042.0,2500000.0,3
Cisco acquired SolveDirect Service Management in 2013,SolveDirect Service Management,Cisco Systems,2013,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Sunnyvale,San Jose,Enterprise Software,Networking,Enterprise Software,"Networking, Web Hosting, Software, Hardware",12.0,29.0,0,1,1,162.0,74042.0,2500000.0,2
Cisco acquired Sourcefire in 2013,Sourcefire,Cisco Systems,2013,"$2,700,000,000",1,Undisclosed,Undisclosed,United States,United States,Columbia,San Jose,Software,Networking,"Software, Information Technology","Networking, Web Hosting, Software, Hardware",12.0,29.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Spans Logic in 2007,Spans Logic,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",3.0,23.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Starent Networks in 2009,Starent Networks,Cisco Systems,2009,"$2,900,000,000",1,Undisclosed,"Cash, Stock",United States,United States,Tewksbury,San Jose,Telecommunications,Networking,"Telecommunications, Enterprise Software","Networking, Web Hosting, Software, Hardware",9.0,25.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired StrataCom in 1996,StrataCom,Cisco Systems,1996,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Fargo,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,12.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired StratumOne Communications in 1999,StratumOne Communications,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Clara,San Jose,Semiconductors,Networking,Semiconductors,"Networking, Web Hosting, Software, Hardware",2.0,15.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Summa Four in 1998,Summa Four,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Manchester,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,14.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Sypixx Networks in 2006,Sypixx Networks,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Waterbury,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Tail-f Systems in 2014,Tail-f Systems,Cisco Systems,2014,"$175,000,000",1,Pending,Cash,Sweden,United States,Stockholm,San Jose,Software,Networking,Software,"Networking, Web Hosting, Software, Hardware",9.0,30.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired Tandberg in 2009,Tandberg,Cisco Systems,2009,"$3,400,000,000",1,Undisclosed,Undisclosed,United States,United States,New York City,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",76.0,25.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Tasmania Network Systems in 1999,Tasmania Network Systems,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Telebit in 1996,Telebit,Cisco Systems,1996,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Chelmsford,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",12.0,12.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Telesend in 1997,Telesend,Cisco Systems,1997,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,13.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired TGV Software in 1996,TGV Software,Cisco Systems,1996,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Santa Cruz,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",8.0,12.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired The Linksys Group in 2003,The Linksys Group,Cisco Systems,2003,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,19.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired ThinkSmart Technologies in 2012,ThinkSmart Technologies,Cisco Systems,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Lucerne Valley,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",2.0,28.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Tidal Software in 2009,Tidal Software,Cisco Systems,2009,"$105,000,000",1,Undisclosed,Cash,United States,United States,Palo Alto,San Jose,Web Hosting,Networking,Web Hosting,"Networking, Web Hosting, Software, Hardware",30.0,25.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Tivella in 2006,Tivella,Cisco Systems,2006,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Half Moon Bay,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",5.0,22.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired Topspin Communications in 2005,Topspin Communications,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Mountain View,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",5.0,21.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired TransMedia Communications in 1999,TransMedia Communications,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,15.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Tribe in 2007,Tribe,Cisco Systems,2007,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Los Gatos,San Jose,Social Media,Networking,Social Media,"Networking, Web Hosting, Software, Hardware",4.0,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Truviso in 2012,Truviso,Cisco Systems,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Foster City,San Jose,Business Intelligence,Networking,"Business Intelligence, Analytics, Internet","Networking, Web Hosting, Software, Hardware",7.0,28.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Twingo Systems in 2004,Twingo Systems,Cisco Systems,2004,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,20.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Ubiquisys in 2013,Ubiquisys,Cisco Systems,2013,"$310,000,000",1,Undisclosed,Undisclosed,Great Britain,United States,Swindon,San Jose,Mobile,Networking,Mobile,"Networking, Web Hosting, Software, Hardware",9.0,29.0,1,0,1,162.0,74042.0,2500000.0,0
Cisco acquired V-Bits in 1999,V-Bits,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,15.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Versly in 2011,Versly,Cisco Systems,2011,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Francisco,San Jose,Office Space,Networking,"Office Space, Content, Tracking, Presentations, Email, Collaboration, Software","Networking, Web Hosting, Software, Hardware",2.0,27.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Vihana in 2005,Vihana,Cisco Systems,2005,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,21.0,0,0,0,162.0,74042.0,2500000.0,3
Cisco acquired Virtuata in 2012,Virtuata,Cisco Systems,2012,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Milpitas,San Jose,Virtualization,Networking,"Virtualization, Security","Networking, Web Hosting, Software, Hardware",2.0,28.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired Vovida Networks in 2000,Vovida Networks,Cisco Systems,2000,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,San Jose,San Jose,Public Relations,Networking,Public Relations,"Networking, Web Hosting, Software, Hardware",,16.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired WebEx in 2007,WebEx,Cisco Systems,2007,"$3,200,000,000",1,Undisclosed,Cash,United States,United States,Santa Clara,San Jose,Curated Web,Networking,Curated Web,"Networking, Web Hosting, Software, Hardware",,23.0,0,1,1,162.0,74042.0,2500000.0,0
Cisco acquired WebLine Communications in 1999,WebLine Communications,Cisco Systems,1999,Undisclosed amount,0,Undisclosed,Undisclosed,United States,United States,Burlington,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",3.0,15.0,0,1,0,162.0,74042.0,2500000.0,3
Cisco acquired WheelGroup in 1998,WheelGroup,Cisco Systems,1998,Undisclosed amount,0,Undisclosed,Undisclosed,,United States,,San Jose,Unknown,Networking,,"Networking, Web Hosting, Software, Hardware",,14.0,0,0,0,162.0,74042.0,2500000.0,3
